Date,Open,High,Low,Close,Volume,Adj Close
2012-06-08,8.08,8.18,7.23,7.26,1568900,72.60
2012-06-07,7.45,8.05,7.35,7.95,1843700,79.50
2012-06-06,8.75,8.92,8.07,8.09,1627900,80.90
2012-06-05,9.89,9.90,9.14,9.32,1275600,93.20
2012-06-04,10.11,10.77,9.63,9.74,1887800,97.40
2012-06-01,10.34,10.48,9.83,10.36,2635400,103.60
2012-05-31,9.00,9.82,8.46,9.11,2348600,91.10
2012-05-30,8.37,8.82,8.32,8.80,1428900,88.00
2012-05-29,8.35,8.56,7.93,8.00,1325400,80.00
2012-05-25,8.84,9.02,8.68,8.72,1035400,87.20
2012-05-24,8.56,9.45,8.39,8.80,1891000,88.00
2012-05-23,9.67,10.04,8.48,8.69,2228500,86.90
2012-05-22,8.41,9.64,7.70,9.10,1890400,91.00
2012-05-21,10.62,10.98,8.61,8.72,1997700,87.20
2012-05-18,9.43,11.18,9.36,10.80,2015800,108.00
2012-05-17,8.80,9.62,8.57,9.53,1786000,95.30
2012-05-16,8.12,8.95,7.90,8.86,1329000,88.60
2012-05-15,7.69,8.37,7.41,8.28,1340000,82.80
2012-05-14,7.47,7.65,7.28,7.61,1175200,76.10
2012-05-11,7.21,7.25,6.72,7.01,832100,70.10
2012-05-10,6.86,7.02,6.70,6.88,670700,68.80
2012-05-09,7.33,7.49,6.85,7.15,1382000,71.50
2012-05-08,6.93,7.48,6.66,6.72,1342500,67.20
2012-05-07,7.31,7.32,6.54,6.66,766700,66.60
2012-05-04,6.50,7.08,6.49,6.91,1118200,69.10
2012-05-03,6.10,6.58,6.06,6.40,698500,64.00
2012-05-02,6.53,6.65,6.15,6.20,771200,62.00
2012-05-01,6.57,6.63,6.20,6.32,695600,63.20
2012-04-30,6.69,6.79,6.60,6.68,421500,66.80
2012-04-27,6.56,6.83,6.50,6.58,678800,65.80
2012-04-26,7.02,7.08,6.44,6.53,862000,65.30
2012-04-25,7.33,7.34,6.92,6.97,924200,69.70
2012-04-24,7.83,7.92,7.65,7.66,452400,76.60
2012-04-23,8.15,8.35,7.85,7.87,1217400,78.70
2012-04-20,7.85,7.85,7.51,7.62,793600,76.20
2012-04-19,7.90,8.32,7.64,8.03,1177800,80.30
2012-04-18,8.03,8.12,7.70,7.87,798100,78.70
2012-04-17,8.01,8.13,7.62,7.87,1098600,78.70
2012-04-16,8.13,8.99,8.00,8.41,1196700,84.10
2012-04-13,8.10,8.66,8.09,8.53,1041000,85.30
2012-04-12,9.34,9.38,7.98,8.02,1383300,80.20
2012-04-11,8.82,9.48,8.76,9.41,1137600,94.10
2012-04-10,8.56,9.77,8.36,9.67,2210800,96.70
2012-04-09,8.61,8.61,8.01,8.45,917600,84.50
2012-04-05,7.85,7.87,7.45,7.69,594700,76.90
2012-04-04,7.77,8.16,7.40,7.45,1427400,74.50
2012-04-03,7.10,7.58,7.06,7.22,1033500,72.20
2012-04-02,7.48,7.50,6.85,7.04,807600,70.40
2012-03-30,6.97,7.65,6.90,7.23,1054100,72.30
2012-03-29,8.00,8.03,7.19,7.31,1637300,73.10
2012-03-28,7.17,8.34,6.84,7.20,3349000,72.00
2012-03-27,6.05,7.07,6.01,6.97,1912000,69.70
2012-03-26,6.56,6.75,5.84,5.88,1526600,58.80
2012-03-23,8.22,8.69,7.10,7.16,2926900,71.60
2012-03-22,14.78,14.81,9.70,10.20,3020000,102.00
2012-03-21,14.99,15.06,14.28,14.43,659400,144.30
2012-03-20,15.52,15.74,14.97,15.13,618500,151.30
2012-03-19,14.93,15.25,14.75,15.07,657700,150.70
2012-03-16,14.25,14.84,14.20,14.81,697900,148.10
2012-03-15,14.26,14.52,14.11,14.19,555500,141.90
2012-03-14,13.59,14.48,13.56,14.07,994100,140.70
2012-03-13,13.65,14.03,13.50,13.72,1305500,137.20
